               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,            0.041678,             0.03468,            0.017489,             0.68881,             0.61803,             0.66843,             0.39892,            0.037595,            0.020046,            0.010194,            0.006502,            0.006502,            0.006502
                 108,            0.041676,            0.035143,            0.017215,             0.68821,             0.61945,             0.66912,             0.39941,            0.037579,            0.020036,            0.010176,            0.006469,            0.006469,            0.006469
                 109,            0.041626,            0.034773,            0.017392,             0.68582,             0.62154,              0.6699,             0.40014,            0.037558,            0.020025,            0.010152,            0.006436,            0.006436,            0.006436
                 110,            0.041817,            0.034696,            0.017327,              0.6882,             0.62034,             0.67085,             0.40043,            0.037541,            0.020017,            0.010133,            0.006403,            0.006403,            0.006403
                 111,            0.041454,            0.034976,            0.017353,             0.68732,             0.61956,             0.67095,             0.40098,            0.037521,            0.020008,            0.010114,             0.00637,             0.00637,             0.00637
                 112,            0.041545,            0.034492,              0.0169,             0.68761,             0.61957,             0.67056,             0.40139,            0.037509,            0.019997,            0.010092,            0.006337,            0.006337,            0.006337
                 113,            0.041585,            0.034567,            0.017056,             0.68963,             0.61978,              0.6713,             0.40183,            0.037496,            0.019989,            0.010074,            0.006304,            0.006304,            0.006304
                 114,             0.04157,            0.034849,             0.01709,             0.68811,             0.62098,             0.67163,             0.40213,            0.037479,             0.01998,            0.010053,            0.006271,            0.006271,            0.006271
                 115,            0.041602,             0.03473,            0.016689,             0.68946,              0.6217,             0.67217,              0.4026,            0.037463,            0.019971,            0.010032,            0.006238,            0.006238,            0.006238
                 116,            0.041618,            0.034809,             0.01722,             0.68997,             0.62345,             0.67245,             0.40307,            0.037448,            0.019962,             0.01001,            0.006205,            0.006205,            0.006205
                 117,            0.041235,            0.034639,            0.016874,             0.68923,             0.62353,             0.67334,             0.40396,            0.037429,            0.019953,           0.0099882,            0.006172,            0.006172,            0.006172
                 118,            0.041427,             0.03462,            0.017054,              0.6885,             0.62646,             0.67397,              0.4044,            0.037414,            0.019945,           0.0099711,            0.006139,            0.006139,            0.006139
                 119,            0.041391,            0.034477,            0.016812,             0.68674,             0.62957,             0.67545,             0.40529,            0.037399,            0.019933,           0.0099557,            0.006106,            0.006106,            0.006106
                 120,            0.041308,            0.034586,            0.016735,             0.68791,             0.62834,             0.67585,             0.40543,            0.037382,            0.019925,           0.0099405,            0.006073,            0.006073,            0.006073
                 121,            0.041222,            0.034809,            0.016617,              0.6886,              0.6289,              0.6768,             0.40582,            0.037362,            0.019915,           0.0099231,             0.00604,             0.00604,             0.00604
                 122,            0.040953,            0.034319,             0.01661,             0.68751,             0.63133,             0.67741,             0.40647,            0.037346,            0.019907,           0.0099073,            0.006007,            0.006007,            0.006007
                 123,            0.041112,            0.034571,            0.016428,             0.68864,              0.6312,             0.67824,             0.40696,            0.037327,            0.019898,           0.0098927,            0.005974,            0.005974,            0.005974
                 124,            0.040972,            0.034302,              0.0162,              0.6893,             0.63146,              0.6782,             0.40757,             0.03731,            0.019888,           0.0098743,            0.005941,            0.005941,            0.005941
                 125,            0.041094,            0.034753,            0.016379,             0.69235,             0.63048,             0.67945,             0.40797,            0.037289,             0.01988,           0.0098519,            0.005908,            0.005908,            0.005908
                 126,            0.041014,            0.034649,            0.016322,             0.69062,             0.63134,             0.67966,             0.40863,            0.037273,            0.019873,           0.0098371,            0.005875,            0.005875,            0.005875
                 127,            0.041115,            0.034551,            0.016509,             0.68928,             0.63332,             0.68043,             0.40938,            0.037254,            0.019867,           0.0098159,            0.005842,            0.005842,            0.005842
